fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff_info
anthro_7-0-0 collectionobject ns2:collectionobjects_common usageNote,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usageNote,Object Identification Information,Context of use,Usage note,usageGroupList > usageGroup,usageNote,string,n,n,y,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common usageNote,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usageNote,Object Identification Information,Context of use,Usage note,usageGroupList > usageGroup,usageNote,string,n,n,y,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionDateGroup,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionDateGroup,Object Collection Information,"",Field collection date,"",fieldCollectionDateGroup,structured date group,n,n,n/a,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionDateGroup,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionDateGroup,Object Collection Information,"",Field collection date,"",fieldCollectionDateGroup,structured date group,n,n,n/a,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionMethod,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionMethod,Object Collection Information,"",Field collection method,fieldCollectionMethods,fieldCollectionMethod,string,n,y,n,vocabulary: collectionmethod,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionMethod,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionMethod,Object Collection Information,"",Field collection method,fieldCollectionMethods,fieldCollectionMethod,string,n,y,n,vocabulary: collectionmethod,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionPlace,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionPlace,Object Collection Information,"",Field collection place,"",fieldCollectionPlace,string,n,n,n/a,authority: place/local; authority: place/tgn,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionPlace,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionPlace,Object Collection Information,"",Field collection place,"",fieldCollectionPlace,string,n,n,n/a,authority: place/local; authority: place/tgn,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_anthro fieldLocVerbatim,anthro_7-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.fieldLocVerbatim,Object Collection Information,"",Field collection place (verbatim),"",fieldLocVerbatim,string,n,n,n/a,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_anthro fieldLocVerbatim,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.fieldLocVerbatim,Object Collection Information,"",Field collection place (verbatim),"",fieldLocVerbatim,string,n,n,n/a,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionSource,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionSource,Object Collection Information,"",Field collection source,fieldCollectionSources,fieldCollectionSource,string,n,y,n,authority: person/local,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionSource,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionSource,Object Collection Information,"",Field collection source,fieldCollectionSources,fieldCollectionSource,string,n,y,n,authority: person/local,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollector,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollector,Object Collection Information,"",Field collector,fieldCollectors,fieldCollector,string,n,y,n,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollector,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollector,Object Collection Information,"",Field collector,fieldCollectors,fieldCollector,string,n,y,n,authority: person/local; authority: organization/local,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionNumber,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNumber,Object Collection Information,"",Field collection number,"",fieldCollectionNumber,string,n,n,n/a,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionNumber,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNumber,Object Collection Information,"",Field collection number,"",fieldCollectionNumber,string,n,n,n/a,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldColEventName,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldColEventName,Object Collection Information,"",Field collection event name,fieldColEventNames,fieldColEventName,string,n,y,n,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldColEventName,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldColEventName,Object Collection Information,"",Field collection event name,fieldColEventNames,fieldColEventName,string,n,y,n,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionFeature,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionFeature,Object Collection Information,"",Field collection feature,"",fieldCollectionFeature,string,n,n,n/a,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionFeature,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionFeature,Object Collection Information,"",Field collection feature,"",fieldCollectionFeature,string,n,n,n/a,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common fieldCollectionNote,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNote,Object Collection Information,"",Field collection note,"",fieldCollectionNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common fieldCollectionNote,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.fieldCollectionNote,Object Collection Information,"",Field collection note,"",fieldCollectionNote,string,n,n,n/a,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common objectProductionDateGroup,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionDateGroup,Object Production Information,"",Production date,objectProductionDateGroupList,objectProductionDateGroup,structured date group,n,y,n,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common objectProductionDateGroup,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionDateGroup,Object Production Information,"",Production date,objectProductionDateGroupList,objectProductionDateGroup,structured date group,n,y,n,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common technique,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technique,Object Production Information,Production technique,Production technique,techniqueGroupList > techniqueGroup,technique,string,n,n,y,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common technique,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technique,Object Production Information,Production technique,Production technique,techniqueGroupList > techniqueGroup,technique,string,n,n,y,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common techniqueType,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.techniqueType,Object Production Information,Production technique,Production technique type,techniqueGroupList > techniqueGroup,techniqueType,string,n,n,y,vocabulary: prodtechniquetype,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common techniqueType,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.techniqueType,Object Production Information,Production technique,Production technique type,techniqueGroupList > techniqueGroup,techniqueType,string,n,n,y,vocabulary: prodtechniquetype,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common objectProductionPlace,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlace,Object Production Information,Production place,Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,authority: place/local; authority: place/tgn,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common objectProductionPlace,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlace,Object Production Information,Production place,Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,authority: place/local; authority: place/tgn,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common objectProductionPlaceRole,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlaceRole,Object Production Information,Production place,Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,vocabulary: prodplacerole,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common objectProductionPlaceRole,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlaceRole,Object Production Information,Production place,Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,vocabulary: prodplacerole,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common objectProductionReason,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionReason,Object Production Information,"",Production reason,objectProductionReasons,objectProductionReason,string,n,y,n,"","",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common objectProductionReason,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionReason,Object Production Information,"",Production reason,objectProductionReasons,objectProductionReason,string,n,y,n,"","",
anthro_7-0-0 collectionobject ns2:collectionobjects_common objectProductionPeople,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeople,Object Production Information,Production cultural group,Production cultural group,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,authority: concept/archculture; authority: concept/ethculture,"",
ohc_1-0-18_7-2 collectionobject ns2:collectionobjects_common objectProductionPeople,ohc_1-0-18_7-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeople,Object Production Information,Production cultural group,Production cultural group,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,authority: concept/archculture; authority: concept/ethculture,"",
anthro_7-0-0 collectionobject ns2:collectionobjects_common objectProductionPeopleRole,anthro_7-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeopleRole,Object Production Information,Production cultural group,Production cultural group role,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeopleRole,string,n,n,y,vocabulary: prodpeoplerole,"",
