fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,dumbfieldname,new?
lhmc place ns2:places_common assocPlaceNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPlaceNote,Associated Authorities,Associated place,multiple msg matches: places_common.assocPlaceNote,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceNote,string,n,n,y,"","",place assocPlaceNote,y
lhmc place ns2:places_common assocChronology,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocChronology,Associated Authorities,Associated event/era,Associated event/era,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronology,string,n,n,y,authority: chronology/era; authority: chronology/event,"",place assocChronology,y
lhmc place ns2:places_common assocChronologyType,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocChronologyType,Associated Authorities,Associated event/era,Associated event/era relationship/type,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",place assocChronologyType,y
lhmc place ns2:places_common assocChronologyStructuredDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocChronologyStructuredDateGroup,Associated Authorities,Associated event/era,Associated event/era date,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyStructuredDateGroup,structured date group,n,n,y,"","",place assocChronologyStructuredDateGroup,y
lhmc place ns2:places_common assocChronologyCitation,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocChronologyCitation,Associated Authorities,Associated event/era,Associated event/era citation,assocChronologyAuthGroupList > assocChronologyAuthGroup > assocChronologyCitations,assocChronologyCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",place assocChronologyCitation,y
lhmc place ns2:places_common assocChronologyNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocChronologyNote,Associated Authorities,Associated event/era,Associated event/era note,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyNote,string,n,n,y,"","",place assocChronologyNote,y
lhmc transport ns2:transports_common transportReferenceNumber,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportReferenceNumber,Transport Information,"",Transport reference number,"",transportReferenceNumber,string,y,n,n/a,"","",transport transportReferenceNumber,""
lhmc transport ns2:transports_common transportMethod,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportMethod,Transport Information,"",Transport method,"",transportMethod,string,n,n,n/a,option list: transportMethodTypes,"LOFO freight, cargo aircraft, combi aircraft, common carrier, exclusive-use truck, expedited use freight, mail, non-commercial carrier, ocean freight, passenger aircraft, shuttle service",transport transportMethod,""
lhmc transport ns2:transports_common numberOfCrates,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.numberOfCrates,Transport Information,"",Number of crates/objects,"",numberOfCrates,integer,n,n,n/a,"","",transport numberOfCrates,""
lhmc transport ns2:transports_common transporter,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transporter,Transport Information,Transporter,Transporter name,"",transporter,string,n,n,n/a,authority: person/local; authority: organization/local,"",transport transporter,""
lhmc transport ns2:transports_common transporterContact,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transporterContact,Transport Information,Transporter,Transporter contact,"",transporterContact,string,n,n,n/a,authority: person/local,"",transport transporterContact,""
lhmc transport ns2:transports_common transporterContactNumber,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transporterContactNumber,Transport Information,Transporter,Transporter contact number,"",transporterContactNumber,string,n,n,n/a,"","",transport transporterContactNumber,""
lhmc transport ns2:transports_common transportAuthorizer,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportAuthorizer,Transport Information,Authorization,Transport authorizer,"",transportAuthorizer,string,n,n,n/a,authority: person/local,"",transport transportAuthorizer,""
lhmc transport ns2:transports_common transportAuthorizationDate,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportAuthorizationDate,Transport Information,Authorization,Authorization date,"",transportAuthorizationDate,date,n,n,n/a,"","",transport transportAuthorizationDate,""
lhmc transport ns2:transports_common transportTrackingNumber,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportTrackingNumber,Transport Information,Tracking number,Tracking number,transportTrackingNumberGroupList > transportTrackingNumberGroup,transportTrackingNumber,string,n,n,y,"","",transport transportTrackingNumber,""
lhmc transport ns2:transports_common transportTrackingNumberNote,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportTrackingNumberNote,Transport Information,Tracking number,Tracking number note,transportTrackingNumberGroupList > transportTrackingNumberGroup,transportTrackingNumberNote,string,n,n,y,"","",transport transportTrackingNumberNote,""
lhmc transport ns2:transports_common departurePoint,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.departurePoint,Transport Information,Departure,Departure point,"",departurePoint,string,n,n,n/a,authority: organization/local; authority: place/local,"",transport departurePoint,""
lhmc transport ns2:transports_common transportDepartureDate,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportDepartureDate,Transport Information,Departure,Departure date,"",transportDepartureDate,date,n,n,n/a,"","",transport transportDepartureDate,""
lhmc transport ns2:transports_common transportDepartureTime,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportDepartureTime,Transport Information,Departure,Departure time,"",transportDepartureTime,string,n,n,n/a,"","",transport transportDepartureTime,""
lhmc transport ns2:transports_common destination,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.destination,Transport Information,Arrival,Arrival point,"",destination,string,n,n,n/a,authority: place/local; authority: organization/local,"",transport destination,""
lhmc transport ns2:transports_common transportArrivalDate,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportArrivalDate,Transport Information,Arrival,Arrival date,"",transportArrivalDate,date,n,n,n/a,"","",transport transportArrivalDate,""
lhmc transport ns2:transports_common transportArrivalTime,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportArrivalTime,Transport Information,Arrival,Arrival time,"",transportArrivalTime,string,n,n,n/a,"","",transport transportArrivalTime,""
lhmc transport ns2:transports_common courier,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.courier,Transport Information,Courier,Courier name,courierGroupList > courierGroup,courier,string,n,n,y,authority: person/local; authority: organization/local,"",transport courier,""
lhmc transport ns2:transports_common courierContactNumber,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.courierContactNumber,Transport Information,Courier,Courier contact number,courierGroupList > courierGroup,courierContactNumber,string,n,n,y,"","",transport courierContactNumber,""
lhmc transport ns2:transports_common transportRemarks,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportRemarks,Transport Information,"",Note,"",transportRemarks,string,n,n,n/a,"","",transport transportRemarks,""
lhmc transport ns2:transports_common transportCostType,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportCostType,Cost Information,"",Transport cost type,"",transportCostType,string,n,n,n/a,vocabulary: transportcosttype,"",transport transportCostType,""
lhmc transport ns2:transports_common transportCostResponsibleParty,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.transportCostResponsibleParty,Cost Information,"",Transport cost responsible party,"",transportCostResponsibleParty,string,n,n,n/a,vocabulary: transportresponsibleparty,"",transport transportCostResponsibleParty,""
lhmc transport ns2:transports_common insuranceCostResponsibleParty,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.insuranceCostResponsibleParty,Cost Information,"",Insurance/indemnity cost responsible party,"",insuranceCostResponsibleParty,string,n,n,n/a,vocabulary: transportresponsibleparty,"",transport insuranceCostResponsibleParty,""
lhmc transport ns2:transports_common finalShippingCostCurrency,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.finalShippingCostCurrency,Cost Information,Final shipping cost,Final shipping cost currency,"",finalShippingCostCurrency,string,n,n,n/a,vocabulary: currency,"",transport finalShippingCostCurrency,""
lhmc transport ns2:transports_common finalShippingCostValue,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.finalShippingCostValue,Cost Information,Final shipping cost,Final shipping cost value,"",finalShippingCostValue,float,n,n,n/a,"","",transport finalShippingCostValue,""
lhmc transport ns2:transports_common customsBroker,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsBroker,Cost Information,Customs broker,Customs broker name,"",customsBroker,string,n,n,n/a,authority: person/local; authority: organization/local,"",transport customsBroker,""
lhmc transport ns2:transports_common customsBrokerContact,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsBrokerContact,Cost Information,Customs broker,Customs broker contact,"",customsBrokerContact,string,n,n,n/a,authority: person/local,"",transport customsBrokerContact,""
lhmc transport ns2:transports_common customsDeclaredValueCurrency,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsDeclaredValueCurrency,Cost Information,Declared value for customs,Declared value for customs currency,"",customsDeclaredValueCurrency,string,n,n,n/a,vocabulary: currency,"",transport customsDeclaredValueCurrency,""
lhmc transport ns2:transports_common customsDeclaredValueAmount,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsDeclaredValueAmount,Cost Information,Declared value for customs,Declared value for customs amount,"",customsDeclaredValueAmount,float,n,n,n/a,"","",transport customsDeclaredValueAmount,""
lhmc transport ns2:transports_common customsFeeCurrency,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsFeeCurrency,Cost Information,Customs fee,Customs fee currency,"",customsFeeCurrency,string,n,n,n/a,vocabulary: currency,"",transport customsFeeCurrency,""
lhmc transport ns2:transports_common customsFeeValue,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsFeeValue,Cost Information,Customs fee,Customs fee value,"",customsFeeValue,float,n,n,n/a,"","",transport customsFeeValue,""
lhmc transport ns2:transports_common customsFeeNote,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.customsFeeNote,Cost Information,Customs fee,Customs fee note,"",customsFeeNote,string,n,n,n/a,"","",transport customsFeeNote,""
lhmc transport ns2:transports_common additionalCostsType,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.additionalCostsType,Cost Information,Additional cost,Additional cost type,additionalCostsGroupList > additionalCostsGroup,additionalCostsType,string,n,n,y,vocabulary: transportadditionalcosttype,"",transport additionalCostsType,""
lhmc transport ns2:transports_common additionalCostsCurrency,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.additionalCostsCurrency,Cost Information,Additional cost,Additional cost currency,additionalCostsGroupList > additionalCostsGroup,additionalCostsCurrency,string,n,n,y,vocabulary: currency,"",transport additionalCostsCurrency,""
lhmc transport ns2:transports_common additionalCostsValue,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.additionalCostsValue,Cost Information,Additional cost,Additional cost value,additionalCostsGroupList > additionalCostsGroup,additionalCostsValue,float,n,n,y,"","",transport additionalCostsValue,""
lhmc transport ns2:transports_common shippingQuoteProvider,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.shippingQuoteProvider,Cost Information,"",Shipping quote provider,shippingQuoteGroupList > shippingQuoteGroup,shippingQuoteProvider,string,n,n,y,authority: person/local; authority: organization/local,"",transport shippingQuoteProvider,""
lhmc transport ns2:transports_common shippingQuoteCurrency,lhmc,transport,ns2:transports_common,ns2:transports_common,transports_common.shippingQuoteCurrency,Cost Information,"",Shipping quote currency,shippingQuoteGroupList > shippingQuoteGroup,shippingQuoteCurrency,string,n,n,y,vocabulary: currency,"",transport shippingQuoteCurrency,""
